MLR,Ridge,Lasso,Decision Tree Regression
169.53510798233438,168.77053459410126,169.50169610824094,219.12871287128712
82.01181118606459,82.82658796935222,82.03270350196446,94.11309523809524
7.678462579921568,8.444085152046164,7.688064718787913,32.313559322033896
120.37216413675336,119.55720160054071,120.37907764613416,138.54301075268816
142.29426075529727,141.73349550448023,142.30268120027145,138.54301075268816
54.00750434645947,55.00556136096013,54.02225181322338,50.673758865248224
44.226713205771446,44.69944498190006,44.23206386021026,94.11309523809524
212.93623867448042,211.6297175910407,212.90765361513257,219.12871287128712
44.86975756406723,45.27634034637883,44.87865038284771,32.313559322033896
-9.507000762110037,-7.435656226693283,-9.49359582804263,50.673758865248224
119.15934731747667,118.64805485146323,119.16959314409408,122.22624434389141
192.51164497364454,191.12370548869205,192.48534538437036,219.12871287128712
58.966885311584335,59.13898429060062,58.9776652937066,94.11309523809524
116.91552330825384,117.91249643576052,116.94018434586272,122.22624434389141
61.787008062203896,60.88877830723625,61.790911510116686,94.11309523809524
140.4927621423483,139.88838690140835,140.46702613251014,122.22624434389141
132.32302433841593,132.90634637445734,132.34709048946453,138.54301075268816
185.34116047407082,183.8904168101923,185.3059315501993,219.12871287128712
100.62884284797548,98.82320859048883,100.58787405901738,94.11309523809524
156.22616191683312,155.5548182472566,156.1959440281558,94.11309523809524
131.66990689047893,129.8655476850884,131.6277960885365,122.22624434389141
98.33706669940757,98.34317175431241,98.3500874944367,138.54301075268816
167.21200902270994,166.4185436495819,167.17781382494474,122.22624434389141
95.64446810204575,96.39088004448885,95.67862958046248,122.22624434389141
11.83240166168958,12.84878187569435,11.844747610636603,22.41860465116279
125.26864386041333,124.45836671895663,125.28448108989022,138.54301075268816
197.9917577162742,196.38584101126597,197.9583841221038,122.22624434389141
150.81592423495306,149.4507347918887,150.78181817019737,94.11309523809524
162.36214319139182,161.8509171111127,162.32453687099937,138.54301075268816
173.9071675617582,172.83210732115083,173.87987049236642,122.22624434389141
104.92466436227464,107.53806748513715,104.94248474929793,138.54301075268816
215.33850196090972,212.74690725064355,215.30749028220225,122.22624434389141
85.14276090546181,84.96663662830348,85.1522006481136,122.22624434389141
87.37950778206886,86.73468467939455,87.38891209887963,94.11309523809524
70.70082215145395,70.88028982468994,70.72160652442837,94.11309523809524
135.63985735240414,136.18085239663014,135.6560845049903,138.54301075268816
88.94564766934757,89.76754747970514,88.96158113570444,122.22624434389141
19.114619862319305,20.156002228261343,19.124159101748496,22.41860465116279
121.06816315496262,120.78316306943502,121.090902913329,138.54301075268816
86.47341270203455,87.19918423969405,86.48712608382507,94.11309523809524
40.88360445474497,42.508551933019156,40.90370024454662,50.673758865248224
47.68422704227787,48.013244402764535,47.68722385483355,50.673758865248224
180.62376801674688,179.52318989160585,180.60713474835865,219.12871287128712
38.95261842557552,39.64692991766194,38.96444984155772,50.673758865248224
174.3892192227341,173.787386756265,174.3679173491402,219.12871287128712
32.66411720155847,32.877594321145814,32.66540988452266,50.673758865248224
-41.57985522204005,-38.906823940188104,-41.52603475929034,50.673758865248224
242.11552932151284,240.34692602028557,242.09113173475026,219.12871287128712
65.40498249726102,66.75368136914294,65.42209558380432,22.41860465116279
242.75542380513266,241.9240375005564,242.73840928207028,219.12871287128712
96.68158139896063,96.51732517651905,96.69521531901586,32.313559322033896
59.08250657118708,60.53369472042594,59.10119173180864,50.673758865248224
228.74495529347493,227.0702989519134,228.7161789850971,219.12871287128712
108.03587941695884,108.35745916034222,108.05138021592195,122.22624434389141
-5.499381266593508,-4.802811645448827,-5.495785657713753,32.313559322033896
-13.254386005225744,-11.209209989103698,-13.244818142084014,22.41860465116279
199.60533008646044,197.29498821034394,199.56771881458917,219.12871287128712
131.73181931010714,131.8752552782687,131.70346403689518,122.22624434389141
171.89647134896788,170.02286167125317,171.85770271089166,219.12871287128712
90.96450744193088,91.03913733004627,90.96876176004366,32.313559322033896
203.89913561067473,202.2099233091273,203.86321214649064,122.22624434389141
54.18140090603926,55.09888562655352,54.19711039070914,50.673758865248224
-28.740492192884115,-27.59543111131393,-28.743667375750363,32.313559322033896
52.254652106294,52.03725611623746,52.25431199883431,32.313559322033896
36.706084002873,37.295845112060626,36.71184917625171,32.313559322033896
198.2706365569533,195.4308521373867,198.2346794305445,219.12871287128712
25.33812616858866,25.918473248653292,25.34465430561017,32.313559322033896
146.69684149232594,146.86667741976382,146.67925747214343,94.11309523809524
38.242387669320735,39.53961471523012,38.247912250511725,32.313559322033896
17.082967221317517,18.177853093142346,17.09759167216245,22.41860465116279
52.66065874749338,55.975479637143415,52.71906147222151,138.54301075268816
83.5302695457678,84.48917644417777,83.54556276861517,50.673758865248224
53.42614555915409,54.013220995299925,53.437731922289025,50.673758865248224
-6.6295080219416676,-4.1199768129848735,-6.606117051666146,22.41860465116279
149.3966973825873,149.06528164054362,149.3784795199745,94.11309523809524
136.81996785687784,134.78434848207596,136.7761008887728,94.11309523809524
182.3104616241562,180.57912374043616,182.277200861238,219.12871287128712
22.49887430968421,23.520802205057947,22.503260058111245,32.313559322033896
121.47000002634273,121.18482118974927,121.49312924020913,138.54301075268816
46.36548977273461,47.25492449119579,46.38148052447873,94.11309523809524
0.8578079698048207,2.2700520073600927,0.87245106362721,22.41860465116279
281.3269043747248,278.86927178399344,281.3070493041674,219.12871287128712
48.349731659056474,47.759042704187976,48.34709744463228,94.11309523809524
137.4626021577641,138.31739190195796,137.49083523443153,138.54301075268816
138.02044107202767,137.0844487992552,137.99449624707333,94.11309523809524
148.3575563031154,146.70913975778967,148.3221176751274,122.22624434389141
61.3360874056653,61.98751727430014,61.35328369715381,50.673758865248224
148.30251446355038,147.98295773572954,148.27151599769235,94.11309523809524
118.42161409680358,117.57920347110499,118.39289118590017,94.11309523809524
158.61327502352935,158.656115010611,158.62730600585485,138.54301075268816
21.93071166526967,23.680947068315177,21.948216863305888,50.673758865248224
118.30323075511836,116.8737193146556,118.27031731535858,94.11309523809524
74.11391860321885,74.161032500337,74.1331002348548,94.11309523809524
158.24752913710316,158.30654693762924,158.225698540861,138.54301075268816
166.16253135074132,165.88684738467623,166.14561869370905,122.22624434389141
130.6877769023065,130.38292948938468,130.66372229534917,94.11309523809524
-14.962506587338577,-13.880604304779979,-14.95482210824538,32.313559322033896
72.45947665263216,73.42552995821357,72.48783921708662,122.22624434389141
118.09675074553445,117.68160757292092,118.11331154163537,122.22624434389141
46.753962325390994,46.17054308104745,46.75527022388015,32.313559322033896
108.44870231715964,110.34793482764948,108.48941415401183,138.54301075268816
15.402109305035482,16.644316037340246,15.411304749068385,50.673758865248224
